city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),total_(BRL)
3,72,2,2,1,7,1,1,480,850,9,11,1350
2,168,3,3,5,16,1,1,1675,3500,184,45,5404
0,360,3,4,3,5,1,0,4000,13200,500,193,17890
3,38,1,1,1,9,1,1,500,740,30,10,1280
2,23,1,1,1,26,1,1,487,2300,59,30,2876
0,440,3,3,3,7,0,1,100,10500,84,154,10840
2,120,3,3,2,9,1,0,1200,3500,109,45,4854
4,90,2,2,0,5,1,1,830,2500,84,33,3447
0,125,4,2,0,7,1,1,1006,1632,150,14,2802
2,200,3,4,3,6,1,0,1800,5058,1200,65,8123
2,190,3,3,2,5,1,1,1800,3260,292,42,5394
1,123,3,2,1,3,1,1,363,2600,143,35,3141
3,53,2,1,1,0,1,1,284,2000,41,26,2351
4,70,2,1,1,2,1,1,560,2180,60,29,2829
2,90,2,2,2,17,1,0,1500,12200,454,155,14310
2,95,3,2,0,0,1,1,0,1590,0,24,1614
3,74,3,1,1,4,1,1,474,900,40,12,1426
2,64,1,1,1,15,0,1,620,3600,0,46,4266
2,155,4,5,3,14,0,1,1850,6000,625,77,8552
4,125,3,1,2,3,0,1,1000,2200,159,29,3388
2,40,1,1,1,9,1,0,350,1580,25,21,1976
0,350,3,2,4,0,1,0,0,6522,492,116,7130
1,417,3,5,8,0,1,1,0,7650,450,126,8226
0,350,4,4,4,0,1,1,0,6000,192,107,6299
2,40,1,1,1,8,0,1,440,2800,100,36,3376
2,30,1,1,1,15,0,0,668,3500,127,45,4340
2,142,3,4,2,4,1,1,1100,4500,375,58,6033
0,110,3,3,2,5,1,0,1300,4000,300,59,5659
2,100,4,4,1,0,1,1,0,10000,9,151,10160
2,377,5,4,3,0,1,1,0,8000,900,121,9021
2,230,2,3,3,17,1,0,2575,8000,633,102,11310
2,35,1,1,0,5,0,0,450,1800,91,7,2348
2,32,1,1,1,16,1,1,533,2900,0,37,3470
2,74,2,1,1,5,1,1,569,2024,71,8,2672
2,147,2,3,4,19,1,1,2600,1200,375,16,4191
2,35,1,1,0,3,1,0,480,2500,60,32,3072
4,26,1,1,0,7,1,0,630,1500,84,20,2234
2,70,2,2,1,5,1,0,517,1700,5,22,2244
2,150,3,3,3,19,1,0,1800,2800,740,36,5376
2,200,3,3,2,0,1,1,0,8000,292,121,8413
3,60,1,1,1,14,1,1,583,1100,49,14,1746
2,250,4,5,3,2,1,1,1700,2550,334,33,4617
2,44,1,2,0,12,0,0,3300,3300,126,42,6768
2,250,7,5,2,0,1,0,0,6000,0,91,6091
2,157,3,2,0,7,1,1,1325,4500,347,58,6230
2,97,2,2,0,1,1,1,1200,5600,0,71,6871
1,548,4,7,6,17,1,1,5905,15000,2484,200,23590
2,28,1,1,0,1,1,1,0,1325,0,17,1342
2,250,3,4,0,1,1,0,2000,10000,1667,127,13790
1,193,4,2,2,0,1,1,0,8900,255,146,9301
1,428,5,5,4,0,1,0,0,9600,667,158,10430
2,50,2,1,0,2,0,1,200,950,0,13,1163
2,135,2,3,2,5,0,1,2000,12300,542,156,15000
4,103,2,2,1,8,1,1,530,1600,221,21,2372
3,103,3,2,2,2,1,1,1500,1360,292,18,3170
2,80,3,2,1,0,1,1,740,1500,150,20,2410
2,160,3,3,2,10,1,1,1229,4000,390,51,5670
2,238,4,3,4,24,1,1,2980,10200,1816,130,15130
1,500,7,4,4,0,1,1,0,5500,167,91,5758
2,580,5,5,4,4,1,1,9900,15000,2200,191,27290
2,80,1,1,0,0,1,1,0,1370,50,21,1441
2,210,4,5,3,12,1,0,2620,2975,1184,38,6817
0,106,3,3,1,7,1,1,900,2250,186,33,3369
4,30,1,1,0,11,1,1,500,1200,21,16,1737
2,156,3,2,1,0,1,1,0,2000,147,31,2178
2,60,1,1,1,0,1,1,0,1250,0,19,1269
2,200,3,4,0,2,1,1,3672,3600,780,46,8098
2,70,2,2,0,1,1,1,280,1000,138,13,1431
2,177,4,5,4,5,1,1,1500,9200,959,117,11780
2,103,3,3,2,0,1,1,735,2500,19,38,3292
2,440,4,4,4,0,1,1,0,12000,2500,181,14680
2,65,2,1,1,8,1,0,600,1700,92,22,2414
1,260,5,3,3,12,1,1,2000,4000,487,54,6541
2,200,4,4,6,0,1,1,0,4320,375,65,4760
2,96,3,2,1,12,1,1,1122,3050,231,39,4442
2,68,2,2,1,2,1,0,690,2900,137,37,3764
1,300,5,5,5,0,0,1,0,4500,450,74,5024
2,34,1,1,0,2,1,1,305,750,27,10,1092
3,398,5,6,0,2,1,1,3500,8500,700,108,12810
1,100,1,1,0,1,1,1,0,2600,0,35,2635
1,176,4,5,3,6,1,0,2136,6500,704,87,9427
1,90,2,2,2,4,0,0,500,4000,250,54,4804
1,680,7,6,8,0,1,1,0,8000,428,132,8560
1,220,4,3,0,9,1,0,3000,15000,1138,200,19340
2,110,2,2,2,0,0,1,0,2120,174,32,2326
2,180,3,2,1,2,1,0,1260,5500,255,70,7085
2,36,1,1,1,8,1,1,410,1800,93,8,2311
1,450,4,4,4,8,1,1,2394,12700,836,170,16100
4,103,3,2,0,1,1,1,812,3300,336,43,4491
0,101,2,2,2,5,1,1,480,1800,500,27,2807
2,196,4,4,0,11,1,1,2450,6000,1458,77,9985
4,28,1,1,0,0,1,1,495,1980,68,26,2569
2,260,3,4,4,0,1,1,0,4500,0,68,4568
2,330,4,2,5,0,1,1,0,1870,400,29,2299
4,70,3,2,1,6,1,1,607,1189,96,16,1908
4,33,1,1,0,3,1,1,500,1200,13,16,1729
2,160,3,3,2,3,1,1,2200,10500,505,134,13340
2,60,2,1,1,9,1,1,506,1350,42,18,1916
2,36,1,1,1,1,1,1,130,1379,99,10,1618
2,20,1,1,0,1,1,0,0,2060,0,27,2087
0,70,2,1,0,1,1,1,375,750,26,11,1162
2,180,3,4,4,0,1,0,0,4700,2,71,4773
2,105,3,3,1,5,1,1,980,2150,0,28,3158
2,275,4,5,4,1,1,1,4200,9700,1334,123,15360
1,450,2,2,5,0,1,1,0,1512,71,25,1608
3,360,4,6,4,0,1,1,864,7700,300,116,8980
2,140,2,2,1,5,0,0,700,1900,150,25,2775
2,900,3,5,8,0,1,1,0,8000,2250,121,10370
0,152,3,5,3,9,1,1,1600,6000,321,88,8009
2,280,3,4,3,0,1,0,0,8000,500,121,8621
2,230,4,4,3,5,0,1,2564,2500,934,32,6030
3,92,3,2,3,6,1,1,700,2100,167,27,2994
1,58,1,1,1,0,1,1,0,1100,34,19,1153
3,41,2,1,1,5,0,1,248,1193,0,16,1457
2,206,4,4,3,10,1,1,1890,12000,917,153,14960
3,214,3,3,2,1,1,1,2016,5900,227,75,8218
2,110,2,2,1,18,1,1,1286,1710,0,22,3018
1,100,2,1,0,0,1,1,0,777,25,13,815
1,80,2,2,1,4,1,1,250,1200,0,16,1466
1,311,3,4,3,20,0,1,3075,13000,1753,174,18000
2,200,2,3,2,1,1,0,1700,15000,667,191,17560
3,96,3,2,2,10,1,1,800,3200,189,41,4230
4,140,4,2,1,1,0,1,1700,6000,380,78,8158
2,138,3,3,2,17,1,1,1100,7070,382,90,8642
2,140,3,3,1,6,1,0,2200,3900,359,50,6509
4,60,2,2,1,2,0,1,592,1250,0,17,1859
2,40,1,1,0,0,0,1,0,600,34,10,644
2,178,3,4,4,6,1,0,2700,10200,667,130,13700
2,140,3,3,2,0,1,0,0,4900,25,74,4999
2,72,2,1,0,1,1,1,864,1020,0,13,1897
2,117,2,1,1,5,0,0,720,2700,11,35,3466
2,35,1,1,1,1,1,1,0,977,30,13,1020
0,42,1,1,0,1,1,0,360,890,0,13,1263
1,29,1,1,0,1,1,1,0,1100,8,15,1123
2,130,2,1,0,1,1,1,650,2150,9,28,2837
4,100,3,2,1,4,1,1,2350,5000,333,65,7748
4,39,1,1,0,4,1,1,450,609,44,8,1111
2,61,1,1,0,9,0,1,394,1600,0,21,2015
3,750,4,5,5,0,0,1,0,10400,667,157,11220
1,142,4,3,2,3,1,1,900,2700,277,36,3913
3,650,4,4,8,0,1,1,0,7500,200,113,7813
2,69,2,2,0,0,1,1,0,1700,73,26,1799
2,100,2,2,4,0,1,1,0,2600,46,40,2686
1,300,4,2,2,3,1,1,1750,8000,500,107,10360
2,190,3,4,3,14,1,0,1700,2740,900,35,5375
4,115,2,2,0,13,1,1,950,4500,2731,58,8239
3,119,3,1,1,5,1,1,926,1200,100,16,2242
2,100,2,3,1,4,1,0,1200,1890,42,24,3156
2,55,2,1,1,3,1,1,400,1087,0,14,1501
2,44,1,1,1,2,1,0,724,3000,89,39,3852
2,316,4,6,4,18,1,0,4767,8000,1963,102,14830
2,83,2,3,2,0,1,1,200,3500,167,53,3920
1,1000,5,7,8,0,1,1,0,14980,1904,246,17130
2,150,3,2,1,8,1,1,1172,4800,0,61,6033
2,53,2,1,1,7,1,1,450,4200,42,54,4746
2,49,2,1,1,0,1,1,400,970,4,13,1387
3,185,3,3,2,6,1,1,1200,2200,100,28,3528
4,40,1,1,0,0,1,1,0,1200,20,19,1239
2,65,2,1,0,3,1,1,654,1140,9,15,1818
2,67,3,2,1,10,0,1,496,1560,72,20,2148
2,46,1,1,1,9,1,1,500,2200,35,28,2763
3,205,3,2,1,2,1,1,950,2200,156,28,3334
0,550,5,5,3,0,1,1,0,9000,500,160,9660
3,50,1,1,1,3,1,1,393,650,33,9,1085
2,266,4,5,4,7,1,1,2900,10900,1167,139,15110
4,280,3,2,2,10,1,0,3140,8000,1126,104,12370
2,1600,6,6,6,0,1,0,0,7600,1834,115,9549
2,70,1,1,0,4,1,1,760,2400,156,31,3347
2,84,3,2,2,8,0,1,700,2340,250,30,3320
1,40,1,1,0,3,0,1,496,1000,116,14,1626
4,117,3,2,1,7,1,1,750,4110,384,53,5297
2,68,2,2,2,8,1,0,1030,3430,236,44,4740
1,140,2,2,2,11,1,0,692,2800,104,38,3634
2,450,4,2,3,0,1,1,0,13000,1000,196,14200
0,44,1,2,0,3,1,1,140,1350,100,20,1610
2,40,1,1,1,3,1,0,686,3200,52,41,3979
2,70,1,2,1,1,1,0,1300,8250,209,105,9864
2,50,1,2,0,0,1,1,0,900,50,14,964
1,405,2,3,0,7,1,1,3500,4000,699,54,8253
2,75,2,2,1,1,1,1,700,3160,165,41,4066
1,80,3,3,1,3,1,1,560,1501,0,20,2081
2,450,4,5,6,0,1,1,0,12000,1334,181,13520
2,225,4,5,4,10,1,0,1600,7106,0,91,8797
2,250,3,2,3,35,1,0,2500,15000,1084,191,18780
2,60,2,1,1,5,0,1,965,2200,165,28,3358
2,31,1,1,1,9,0,0,1500,3400,150,44,5094
2,100,3,1,3,0,1,1,0,2000,164,31,2195
1,20,1,1,0,6,0,1,420,1050,79,14,1563
2,200,3,4,8,0,1,1,0,7000,25,106,7131
3,50,1,1,1,8,1,1,780,1690,62,22,2554
2,61,3,2,2,15,1,1,712,2200,90,28,3030
2,200,3,4,2,3,1,1,4475,9800,820,125,15220
1,100,2,2,0,0,1,1,0,11000,100,181,11280
2,365,4,5,6,4,1,1,3722,13900,2588,177,20390
2,38,1,1,0,13,1,1,414,3000,64,39,3517
4,49,2,1,0,4,1,1,362,1350,58,18,1788
2,207,3,5,4,6,1,1,2400,12000,934,153,15490
3,82,3,2,1,6,1,1,825,1500,142,20,2487
2,400,5,4,3,0,1,1,0,4000,250,61,4311
4,170,4,2,2,6,1,1,2420,9000,834,116,12370
0,105,3,2,2,3,1,0,370,2890,217,43,3520
2,383,4,4,5,2,1,1,2189,3004,709,39,5941
2,168,3,3,3,3,1,1,1605,2700,322,35,4662
2,53,2,2,1,10,1,0,1940,2400,389,31,4760
0,320,4,3,2,0,1,1,0,4500,125,80,4705
2,300,3,4,3,18,1,1,3500,9900,834,126,14360
3,100,3,2,3,0,1,1,0,2200,0,34,2234
2,40,1,1,0,0,1,1,0,900,80,12,992
2,180,3,1,0,0,1,1,0,2500,334,38,2872
2,257,4,5,4,8,1,0,2730,7500,1107,96,11430
2,178,2,4,2,2,1,1,2300,7000,891,89,10280
2,179,3,3,0,9,0,0,1828,12000,472,153,14450
0,64,2,1,0,1,1,1,300,1750,42,26,2118
0,60,2,1,0,1,1,1,326,990,25,15,1356
2,55,1,1,1,11,0,1,696,2200,148,28,3072
2,50,1,1,0,8,0,1,470,1970,0,25,2465
2,82,3,2,2,19,0,1,470,1994,0,26,2490
4,60,1,1,1,7,1,1,650,1210,106,16,1982
0,40,1,1,1,9,0,0,1300,1200,68,18,2586
3,230,4,4,8,0,1,1,0,5100,320,77,5497
2,73,2,1,1,2,1,1,680,1300,20,17,2017
2,79,2,2,1,1,1,0,600,2000,75,26,2701
2,230,3,4,2,3,1,1,2000,4800,292,61,7153
4,214,3,3,3,4,1,1,3575,14000,1050,181,18810
2,120,2,1,0,0,1,1,0,1500,90,23,1613
2,200,4,2,1,0,0,1,0,2500,334,38,2872
0,85,3,2,2,9,0,0,940,3300,102,49,4391
2,45,1,1,1,1,0,0,3000,5520,0,70,8590
0,30,1,1,0,4,1,1,198,755,22,12,987
2,57,2,2,1,3,1,1,476,2300,0,30,2806
2,500,4,7,3,0,1,1,0,15000,2500,226,17730
2,322,4,5,5,17,1,0,2700,15000,1875,191,19770
2,20,1,1,0,3,0,1,224,1530,0,20,1774
0,100,2,2,1,0,0,1,0,1346,0,24,1370
2,620,4,6,4,1,1,1,8133,15000,4520,191,27840
0,240,4,3,5,0,1,1,0,2500,120,45,2665
2,95,3,2,2,10,1,1,900,7000,142,89,8131
2,35,1,1,1,6,1,1,542,2100,99,27,2768
1,325,5,4,7,0,1,0,0,8900,417,146,9463
2,58,3,1,1,1,1,0,456,2800,21,36,3313
2,200,4,4,3,6,0,1,1400,9000,1000,115,11520
2,92,3,2,2,2,1,1,1407,1100,250,14,2771
1,65,2,1,1,9,1,1,450,1545,94,7,2096
3,57,2,1,0,2,1,1,378,800,31,11,1220
2,50,2,1,1,2,1,1,400,1600,0,21,2021
2,165,4,5,2,4,1,0,2500,9500,315,121,12440
4,70,2,1,1,6,1,1,900,1900,122,25,2947
2,230,4,3,1,1,0,1,2400,4000,513,51,6964
4,34,1,1,0,3,0,0,820,2000,114,26,2960
4,25,1,1,0,0,0,1,0,660,0,11,671
2,50,2,1,1,2,1,1,0,1800,0,23,1823
0,120,3,2,2,2,1,0,700,2975,155,44,3874
0,60,2,1,1,0,1,1,0,1400,96,25,1521
2,67,2,2,1,8,1,1,980,2240,215,29,3464
2,22,1,1,0,26,1,1,384,2100,40,27,2551
2,197,3,1,2,0,1,1,0,2100,290,32,2422
0,105,3,3,1,3,1,0,1300,2300,130,34,3764
2,80,2,2,1,0,0,1,0,1556,0,8,1564
1,140,4,2,2,5,0,1,820,2500,253,34,3607
4,70,2,2,1,9,1,1,1200,4000,184,52,5436
0,383,5,5,4,0,1,1,0,10000,250,178,10430
2,172,3,4,3,5,1,1,1650,9000,900,115,11670
0,57,2,2,1,6,0,1,425,1800,75,27,2327
2,32,1,1,1,23,1,1,1800,2000,416,26,4242
1,341,10,6,7,0,1,1,0,5500,459,91,6050
1,600,5,6,8,0,1,0,0,10500,642,173,11320
2,43,2,1,1,13,0,1,307,2000,18,26,2351
3,98,3,2,1,1,1,1,727,1233,84,16,2060
2,36,2,1,0,6,1,1,590,1790,0,23,2403
4,42,1,1,0,4,1,0,500,2800,79,37,3416
3,120,3,3,3,8,0,1,700,2700,167,35,3602
4,78,2,2,1,8,1,1,720,1400,290,19,2429
2,113,3,4,2,7,1,1,1600,4000,591,51,6242
2,47,2,1,1,1,0,1,560,1390,0,18,1968
2,60,2,2,1,5,1,1,478,1300,0,17,1795
0,77,2,1,0,1,0,1,0,1130,25,17,1172
0,75,2,2,1,3,1,1,200,1500,142,22,1864
2,60,3,1,1,3,1,1,470,1550,0,20,2040
2,240,3,4,3,9,1,1,2100,5800,825,74,8799
2,48,1,1,1,4,1,1,633,3400,114,44,4191
1,70,3,1,1,8,1,1,395,1300,71,18,1784
1,345,3,3,0,0,0,0,0,3500,150,58,3708
2,250,4,2,3,2,0,0,3000,15000,100,191,18290
2,158,4,4,3,4,1,0,1990,3500,589,45,6124
0,55,2,1,1,0,1,0,0,1300,34,24,1358
4,80,2,1,1,17,1,1,866,1820,235,24,2945
0,42,1,1,1,11,1,1,500,2200,50,33,2783
2,80,3,3,2,20,1,1,600,4450,242,57,5349
2,50,1,1,0,1,1,1,519,1550,28,20,2117
4,380,4,3,2,9,1,1,3220,15000,1348,194,19760
2,85,2,2,1,6,1,0,1200,5300,67,68,6635
1,120,4,3,2,1,1,1,0,3250,0,44,3294
2,214,4,5,4,6,1,1,2235,3251,1026,42,6554
2,277,4,4,6,5,1,1,4200,3800,1947,49,9996
3,50,2,1,1,4,1,1,330,1080,0,14,1424
1,90,3,2,2,2,0,1,530,2000,159,27,2716
2,287,4,5,2,0,1,0,0,6000,317,91,6408
2,11,1,1,0,1,0,0,300,2000,42,26,2368
0,62,2,1,1,7,0,1,485,1620,54,24,2183
2,45,1,1,1,7,0,0,522,3100,120,40,3782
0,80,2,1,1,1,1,1,200,1650,70,25,1945
2,115,3,3,2,5,0,1,1000,4890,234,62,6186
0,110,2,2,1,3,1,0,600,1800,152,27,2579
2,162,3,3,2,4,1,1,1756,7000,367,89,9212
4,85,3,2,1,4,1,1,1250,1800,306,24,3380
1,105,4,3,3,5,1,1,1148,1900,228,26,3302
2,180,2,2,5,0,1,1,1,3000,1,46,3048
4,80,2,1,0,9,1,1,330,831,159,11,1331
2,56,2,1,1,6,1,1,680,2200,11,28,2919
2,70,2,1,1,15,1,1,1049,1200,35,16,2300
4,70,1,2,1,6,0,1,1100,1200,85,16,2401
1,75,3,1,1,4,0,1,482,1000,145,14,1641
2,420,4,6,4,0,1,1,300,6500,417,98,7315
2,279,3,3,8,0,1,0,0,3500,182,53,3735
2,160,4,4,2,0,1,1,0,2400,0,37,2437
2,41,1,1,0,0,1,1,250,1100,0,14,1364
2,97,2,2,2,3,1,1,1400,2200,42,28,3670
0,40,1,1,1,7,1,0,400,1400,36,21,1857
2,110,3,2,1,5,1,0,1217,3600,215,46,5078
1,298,4,3,2,3,1,0,330,2500,300,34,3164
1,87,4,2,2,2,1,1,370,1600,160,22,2152
2,150,5,5,4,3,0,0,1800,3700,917,47,6464
2,113,3,2,2,8,1,1,1750,2975,359,38,5122
1,293,6,2,3,0,1,1,0,2600,138,43,2781
2,90,3,2,2,1,1,1,1017,2000,165,26,3208
1,305,4,3,3,14,1,1,2500,9000,660,120,12280
3,50,2,1,1,0,0,1,0,1040,277,14,1331
2,150,3,3,2,0,1,1,0,3300,135,50,3485
0,367,3,4,4,8,0,1,7000,15000,1032,220,23250
4,50,2,1,0,9,1,0,505,2350,64,31,2950
2,230,3,4,3,7,0,1,3200,8000,1167,102,12470
2,125,3,3,1,6,1,0,1600,5500,247,70,7417
4,140,3,2,1,4,1,1,1100,1350,95,18,2563
2,63,3,2,0,18,1,1,550,1800,0,23,2373
2,110,2,1,1,21,1,1,975,3300,234,42,4551
2,54,2,1,1,13,1,1,480,1610,0,21,2111
0,67,2,1,0,3,1,1,330,1523,50,23,1926
2,296,3,4,4,2,1,1,1860,8864,0,113,10840
1,70,2,1,1,0,1,1,0,1000,75,17,1092
2,50,2,1,0,0,0,1,50,1100,0,17,1167
2,160,3,2,4,0,0,1,0,3500,0,53,3553
2,60,2,2,1,14,0,1,460,2200,20,28,2708
2,220,3,4,3,12,1,0,3120,8000,1034,102,12260
2,340,4,3,8,0,1,1,0,13000,1167,196,14360
2,52,2,1,0,1,0,1,50,1150,34,15,1249
1,50,2,1,1,1,1,1,100,915,63,13,1091
1,60,2,1,0,3,1,1,290,2200,80,30,2600
2,125,3,3,3,0,1,1,100,2450,15,37,2602
2,36,2,1,0,0,0,1,0,1080,0,17,1097
1,100,3,2,1,5,1,1,730,1500,120,20,2370
2,550,4,7,3,0,1,0,0,11500,1650,173,13320
2,60,3,1,2,4,0,1,383,1105,0,14,1502
3,48,1,1,0,4,0,1,490,500,17,7,1014
2,164,3,3,1,3,1,0,1795,9000,210,115,11120
1,90,3,2,1,2,1,1,280,1200,100,16,1596
0,78,3,2,1,4,1,1,450,2800,75,41,3366
2,44,2,1,0,1,1,1,260,1125,0,15,1400
1,180,3,3,2,1,1,1,1500,2950,267,40,4757
3,82,3,2,1,1,1,1,650,1200,100,16,1966
2,49,1,1,1,7,1,0,830,2900,139,37,3906
2,400,5,4,5,0,0,1,0,13970,417,210,14590
2,74,2,3,2,26,1,1,450,3200,40,41,3731
2,110,2,1,1,0,1,1,0,1500,163,23,1686
2,58,1,1,1,1,1,0,475,3500,70,45,4090
4,23,1,1,0,5,0,1,320,1540,0,20,1880
4,95,3,2,1,3,1,1,1061,2500,67,33,3661
2,196,4,3,3,13,0,1,2420,5000,931,64,8415
2,70,2,1,0,0,1,1,0,2300,123,35,2458
0,148,2,1,2,3,1,1,385,1650,880,25,2940
2,70,2,1,0,2,1,1,1100,1280,0,17,2397
2,30,1,1,1,5,0,1,610,2300,134,30,3074
2,300,3,2,4,0,1,1,0,2700,250,41,2991
2,53,1,1,1,5,0,0,1132,2600,0,33,3765
2,96,3,2,2,5,1,0,920,3148,81,40,4189
2,190,3,4,2,10,0,1,1764,6000,48,77,7889
2,250,3,5,8,0,1,0,0,6000,7,91,6098
1,130,4,1,3,0,0,1,0,2150,0,36,2186
2,250,3,3,6,0,1,1,0,4250,519,64,4833
3,50,1,1,0,7,1,1,305,650,13,9,977
1,840,5,6,5,0,1,1,0,8000,511,132,8643
4,95,3,3,0,5,1,1,750,1999,291,26,3066
2,33,1,1,0,1,0,1,250,1305,0,17,1572
4,60,2,1,0,2,1,1,380,1350,0,18,1748
2,51,1,1,0,11,1,0,900,4950,125,63,6038
4,200,4,3,2,2,1,1,1900,8000,756,104,10760
2,212,4,5,6,7,1,1,2850,4500,1067,58,8475
1,66,3,1,0,0,1,1,15,1525,0,26,1566
2,150,3,5,2,14,1,1,1423,3102,452,40,5017
4,48,2,1,1,12,1,1,400,1270,9,17,1696
2,90,2,2,1,0,1,1,0,2500,274,38,2812
0,136,4,3,2,3,0,1,750,4000,327,59,5136
2,40,1,1,1,14,1,1,557,3000,95,39,3691
2,100,1,2,2,0,0,1,0,1700,0,26,1726
2,32,1,1,0,18,1,1,330,1200,100,16,1646
2,30,1,1,1,13,1,0,700,3300,9,42,4051
2,170,2,2,5,0,1,1,0,5500,600,83,6183
3,184,4,3,4,0,1,1,0,3240,220,49,3509
2,368,4,5,4,1,1,1,4210,5000,2661,64,11940
2,230,3,4,4,12,1,1,3300,7000,917,89,11310
2,214,4,6,4,4,1,0,2000,11000,780,140,13920
1,37,1,1,1,7,0,1,425,2000,0,27,2452
2,450,5,5,4,0,0,1,0,5540,520,84,6144
2,87,3,2,0,6,1,1,1284,2000,231,26,3541
2,70,2,1,1,0,1,1,0,1300,25,20,1345
2,54,2,1,1,0,1,1,480,1250,7,16,1753
1,155,4,3,3,7,1,1,1200,3300,356,44,4900
2,35,1,1,0,0,1,1,0,1100,30,14,1144
2,160,4,4,5,0,1,1,0,4500,0,68,4568
1,95,3,2,2,1,1,1,210,1400,122,19,1751
2,113,2,1,1,5,1,1,1000,3000,50,39,4089
4,70,3,2,1,9,1,1,1002,850,255,11,2118
2,131,3,2,2,1,1,1,1497,1800,600,23,3920
1,130,3,3,1,2,1,1,690,3200,150,43,4083
0,72,2,1,0,1,1,1,80,1300,40,19,1439
1,130,2,1,1,0,1,1,0,1280,59,21,1360
4,80,2,3,1,7,1,0,850,1300,320,10,2480
2,50,3,2,2,0,1,1,150,2800,30,43,3023
2,54,2,1,1,4,0,1,570,2000,10,26,2606
2,130,3,3,3,23,1,1,1290,2800,489,36,4615
0,230,4,1,1,3,1,1,1287,3500,370,52,5209
2,50,2,1,1,1,1,1,300,1100,0,14,1414
1,100,3,2,3,0,1,1,0,2800,0,46,2846
1,40,1,1,1,2,0,0,0,970,0,13,983
3,75,3,1,1,1,0,1,296,12000,0,181,12480
2,30,1,1,1,4,0,0,1787,1200,144,16,3147
0,68,2,2,1,3,1,1,400,1800,82,27,2309
2,117,3,3,2,0,1,1,0,2700,16,41,2757
0,600,5,4,5,0,1,0,0,12000,1167,214,13380
2,126,3,2,2,18,0,1,990,1610,0,21,2621
0,290,4,4,3,0,1,1,0,2500,262,45,2807
0,120,3,1,0,4,1,1,1090,1500,125,22,2737
4,35,1,1,0,3,1,0,450,1600,0,21,2071
1,40,1,1,1,2,0,0,0,970,0,13,983
2,56,2,2,1,4,1,1,500,2000,0,26,2526
3,53,2,1,1,1,1,1,0,800,65,11,876
2,270,4,4,4,11,1,0,2800,15000,100,191,18090
0,150,4,2,2,0,1,1,600,1100,0,20,1720
2,40,1,1,0,1,0,1,0,980,0,13,993
2,31,1,1,0,9,1,0,400,3280,109,42,3831
2,50,2,2,1,1,1,1,450,1275,23,17,1765
2,347,5,5,4,0,1,1,0,7000,500,106,7606
2,70,3,1,1,14,0,1,428,1800,42,23,2293
4,75,2,1,0,4,1,1,440,1200,0,16,1656
0,90,3,2,0,3,0,1,405,1105,31,17,1558
2,200,3,4,1,10,1,1,1600,1190,550,16,3356
2,201,4,4,4,13,1,1,2600,5933,900,76,9509
2,37,1,1,0,1,1,1,0,1400,0,18,1418
2,75,3,1,1,8,0,1,837,2200,70,28,3135
2,42,1,1,0,6,1,1,1290,1650,184,21,3145
3,148,3,2,0,14,1,1,610,1700,102,22,2434
2,200,2,2,0,0,1,1,0,3000,9,46,3055
2,216,3,3,3,16,1,1,2328,13000,1230,165,16720
2,300,3,2,0,0,1,0,0,8300,217,125,8642
2,73,1,1,0,2,1,1,0,1350,62,18,1430
4,77,3,1,0,2,1,0,1163,4200,269,55,5687
1,50,2,1,0,0,1,1,0,850,30,12,892
2,480,4,7,8,0,1,1,0,14000,2186,211,16400
2,300,5,5,2,0,1,1,0,4000,220,61,4281
4,180,3,2,1,9,1,1,1600,4900,459,64,7023
0,68,3,2,1,10,1,1,600,1600,76,24,2300
2,62,2,2,1,1,1,1,560,1550,17,20,2147
2,62,2,2,2,6,0,1,1000,3230,230,41,4501
3,212,4,1,2,0,1,1,0,1500,88,23,1611
2,340,3,4,4,0,1,1,0,10000,1584,151,11740
0,280,5,4,8,0,1,1,0,10000,417,178,10600
2,250,4,3,4,0,1,1,0,7200,434,109,7743
2,64,2,1,0,8,1,1,500,1600,100,21,2221
2,25,1,1,0,12,1,1,318,2100,41,27,2486
2,37,1,1,0,11,0,1,346,3250,69,42,3707
3,51,3,1,1,0,1,1,246,1100,71,14,1431
4,75,2,3,1,2,1,1,862,1600,260,21,2743
2,40,1,1,1,0,0,1,0,972,0,15,987
4,25,1,1,0,1,1,1,50,700,0,10,760
0,340,5,4,4,0,1,1,0,4800,300,86,5186
4,60,2,1,0,2,1,1,880,2650,209,35,3774
3,90,1,1,1,7,0,0,1750,1680,100,22,3552
2,120,3,3,2,0,1,1,0,8900,371,134,9405
2,200,1,2,0,0,1,1,0,8000,700,121,8821
2,168,4,4,3,6,1,1,1400,3250,234,42,4926
2,212,4,5,4,16,1,1,4000,10000,834,127,14960
2,40,1,1,1,7,1,1,450,2400,0,31,2881
2,78,1,2,1,10,0,1,900,2440,167,31,3538
2,340,3,4,3,0,1,0,0,9800,392,148,10340
1,300,4,4,4,4,1,1,2200,10000,1114,134,13450
1,181,3,3,3,0,1,1,0,5500,148,91,5739
2,68,2,2,0,6,0,0,630,6443,20,82,7175
2,600,6,7,4,0,1,0,10000,15000,84,226,25310
2,138,3,3,2,0,1,1,0,2700,141,41,2882
1,65,2,1,1,6,0,1,486,1200,101,16,1803
2,44,1,1,1,6,0,1,571,2000,130,26,2727
2,600,5,7,8,0,1,0,0,9000,1875,136,11010
